
episode,successRate,timeRemaining,agentSuccessCount

episode,successRate,timeRemaining,agentSuccessCount

episode,successRate,timeRemaining,agentSuccessCount

episode,successRate,timeRemaining,agentSuccessCount

episode,successRate,timeRemaining,agentSuccessCount

episode,successRate,timeRemaining,agentSuccessCount

episode,successRate,timeRemaining,agentSuccessCount

episode,successRate,timeRemaining,agentSuccessCount

episode,successRate,timeRemaining,agentSuccessCount
0,T,5000,0
0,T,5000,0
0,T,5000,0
0,T,5000,0
0,T,5000,0
0,T,5000,0
0,T,5000,0
0,T,5000,0
0,T,5000,0
1,S,4909,0
2,S,4968,0
1,S,4872,4
1,S,4870,0
1,S,4843,0
2,S,4942,2
3,S,4935,0
1,S,4795,6
1,S,4761,0
2,S,4760,0
2,S,4792,0
1,S,4507,2
2,S,4959,0
3,S,4859,0
3,S,4881,0
4,S,4925,0
5,S,4982,0
1,S,4248,2
1,S,4111,2
6,S,4743,4
2,S,4742,2
7,S,4905,0
8,S,4899,0
9,S,4903,0
10,S,4989,0
2,S,4525,4
3,S,4994,0
11,S,4778,0
4,S,4048,4
12,S,3569,2
13,S,4739,0
4,S,1773,16
5,S,4925,0
6,S,4950,0
7,S,4997,0
2,S,1556,12
3,S,4890,0
4,S,4978,0
5,S,4899,0
6,S,4947,0
5,S,2510,4
14,S,4120,6
7,S,4602,0
8,S,4914,2
4,S,2005,6
6,S,4658,0
9,S,4953,0
5,S,4932,0
7,S,4934,0
6,S,4928,0
3,S,678,12
10,S,4881,0
3,S,1445,14
15,S,4470,2
8,S,4755,0
4,S,4814,0
5,S,4991,0
16,S,4926,0
4,S,4860,0
6,S,4990,0
7,S,4987,0
17,S,4944,0
8,S,4899,0
11,S,4621,2
8,S,3616,4
9,S,4979,0
5,S,4636,0
12,S,4717,0
9,S,4482,2
9,S,4578,2
13,S,4890,2
14,S,4969,0
10,S,4816,0
11,S,4989,0
15,S,4878,0
12,S,4957,0
16,S,4978,0
13,S,4980,0
14,S,4923,0
15,S,4987,0
16,S,4988,0
17,S,4839,0
10,S,4607,4
17,S,4898,0
18,S,4911,0
11,S,4921,0
19,S,4983,0
12,S,4975,0
20,S,4929,2
21,S,4966,0
4,S,4529,0
6,S,4102,2
7,S,4965,0
18,S,4599,0
8,S,4759,0
5,S,4653,4
3,S,3889,2
6,S,4993,0
9,S,4957,0
22,S,4450,2
23,S,4998,0
7,S,4872,0
8,S,4941,2
10,S,4815,0
11,S,4995,0
12,S,4994,0
13,S,4942,0
9,S,4907,2
14,S,4986,0
19,S,4497,2
15,S,4985,0
20,S,4976,0
10,S,4957,0
10,S,3350,4
16,S,4968,0
11,S,4994,0
11,S,4988,0
21,S,4981,0
12,S,4989,0
4,S,4638,4
24,S,4744,2
12,S,4938,0
22,S,4942,0
17,S,4933,0
23,S,4994,0
25,S,4903,2
13,S,4876,0
5,S,4886,2
26,S,4980,0
18,S,4906,0
6,S,4960,0
7,S,4991,0
14,S,4898,2
27,S,4906,0
15,S,4983,0
16,S,4973,0
17,S,4995,0
19,S,4855,0
18,S,4901,0
28,S,4800,0
8,S,4736,2
19,S,4892,0
13,S,4562,0
9,S,4934,2
13,S,3623,4
24,S,4514,0
25,S,4987,0
20,S,4698,0
26,S,4952,0
21,S,4983,0
14,S,4862,0
22,S,4979,0
15,S,4991,0
16,S,4992,0
27,S,4943,0
20,S,4778,0
21,S,4978,0
29,S,4674,2
17,S,4883,0
7,S,2118,8
28,S,4883,2
30,S,4978,0
14,S,4711,0
22,S,4916,0
15,S,4958,0
10,S,4660,4
31,S,4907,0
16,S,4957,0
18,S,4871,0
23,S,4916,0
29,S,4881,0
17,S,4981,0
24,S,4989,0
32,S,4957,0
18,S,4974,0
25,S,4978,0
33,S,4990,0
34,S,4978,0
23,S,4666,0
35,S,4965,0
26,S,4937,0
36,S,4985,0
24,S,4942,0
19,S,4903,0
11,S,4823,2
30,S,4868,0
27,S,4955,0
12,S,4989,0
8,S,4735,0
9,S,4982,0
10,S,4995,0
31,S,4967,0
11,S,4995,0
32,S,4981,0
25,S,4927,2
18,S,2012,8
26,S,4960,0
12,S,4928,0
19,S,4754,0
27,S,4995,0
28,S,4888,0
13,S,4989,0
13,S,4873,0
28,S,4973,0
19,S,4965,0
29,S,4966,0
20,S,4841,0
29,S,4984,0
30,S,4995,0
33,S,4881,0
21,S,4976,0
20,S,4961,0
30,S,4970,0
14,S,4920,0
20,S,4907,0
21,S,4974,2
31,S,4954,0
34,S,4960,0
14,S,4919,0
15,S,4980,0
22,S,4982,0
32,S,4980,0
33,S,4996,0
15,S,4976,0
16,S,4977,0
31,S,4936,0
16,S,4992,0
17,S,4989,0
34,S,4976,0
18,S,4979,0
19,S,4989,0
23,S,4937,0
32,S,4958,2
21,S,4912,0
24,S,4995,0
20,S,4990,0
25,S,4957,0
22,S,4819,0
35,S,4894,0
35,S,4848,2
36,S,4996,0
33,S,4889,0
37,S,4954,0
36,S,4944,0
37,S,4994,0
26,S,4905,0
34,S,4968,0
38,S,4979,0
38,S,4994,0
21,S,4836,0
