
episode,successRate,timeRemaining,agentSuccessCount

episode,successRate,timeRemaining,agentSuccessCount

episode,successRate,timeRemaining,agentSuccessCount

episode,successRate,timeRemaining,agentSuccessCount

episode,successRate,timeRemaining,agentSuccessCount

episode,successRate,timeRemaining,agentSuccessCount

episode,successRate,timeRemaining,agentSuccessCount

episode,successRate,timeRemaining,agentSuccessCount

episode,successRate,timeRemaining,agentSuccessCount
78,S,4983,0
69,S,4958,0
62,S,4994,0
94,S,4932,0
70,S,4991,0
90,S,4923,0
93,S,4887,0
63,S,4970,0
87,S,4681,0
100,S,4934,0
64,S,4984,0
79,S,4952,0
94,S,4967,0
80,S,4987,0
101,S,4982,0
91,S,4952,0
71,S,4943,0
65,S,4972,0
66,S,4996,0
88,S,4957,0
102,S,4976,0
98,S,4898,0
95,S,4944,0
95,S,4898,0
72,S,4942,0
81,S,4925,0
103,S,4950,0
67,S,4909,0
96,S,4936,0
99,S,4920,0
96,S,4925,0
82,S,4952,0
97,S,4967,0
97,S,4975,0
83,S,4969,0
100,S,4955,0
101,S,4994,0
104,S,4911,0
89,S,4855,0
68,S,4922,0
105,S,4977,0
84,S,4960,0
90,S,4975,0
73,S,4862,0
69,S,4981,0
98,S,4937,0
70,S,4983,0
106,S,4963,0
102,S,4924,0
107,S,4979,0
99,S,4952,0
71,S,4965,0
98,S,4881,0
85,S,4927,0
91,S,4922,0
103,S,4951,0
100,S,4959,0
86,S,4955,0
74,S,4883,0
87,S,4986,0
72,S,4930,0
104,S,4958,0
101,S,4964,0
73,S,4983,0
75,S,4971,0
74,S,4983,0
76,S,4972,0
88,S,4946,0
105,S,4946,0
75,S,4976,0
77,S,4979,0
76,S,4983,0
89,S,4970,0
77,S,4976,0
92,S,4846,0
90,S,4977,0
78,S,4986,0
106,S,4941,0
79,S,4995,0
108,S,4799,0
78,S,4943,0
93,S,4966,0
102,S,4868,0
80,S,4977,0
79,S,4960,0
103,S,4967,0
94,S,4962,0
91,S,4924,0
95,S,4988,0
81,S,4946,0
82,S,4991,0
96,S,4974,0
80,S,4954,0
81,S,4978,0
83,S,4969,0
104,S,4935,0
109,S,4882,0
107,S,4875,0
99,S,4692,2
92,S,4935,0
82,S,4986,0
97,S,4952,0
83,S,4987,0
84,S,4966,0
100,S,4971,0
110,S,4948,0
108,S,4949,0
111,S,4996,0
93,S,4941,0
84,S,4955,0
101,S,4966,0
94,S,4993,0
85,S,4978,0
112,S,4953,0
85,S,4927,0
86,S,4997,0
87,S,4986,0
113,S,4975,0
95,S,4942,0
98,S,4883,0
88,S,4981,0
105,S,4858,0
86,S,4929,0
89,S,4974,0
96,S,4961,0
99,S,4965,0
100,S,4991,0
102,S,4886,0
90,S,4976,0
97,S,4980,0
103,S,4973,0
87,S,4937,0
106,S,4916,0
98,S,4959,0
104,S,4954,0
99,S,4953,0
101,S,4899,0
100,S,4992,0
105,S,4970,0
88,S,4914,0
106,S,4973,0
89,S,4985,0
102,S,4941,0
101,S,4931,0
107,S,4955,0
103,S,4971,0
91,S,4814,0
92,S,4995,0
102,S,4960,0
108,S,4951,0
93,S,4960,0
94,S,4993,0
104,S,4930,0
109,S,4606,0
103,S,4893,0
105,S,4931,0
109,S,4890,0
104,S,4979,0
95,S,4867,0
90,S,4761,0
110,S,4872,0
106,S,4932,0
96,S,4983,0
110,S,4927,0
107,S,4631,0
91,S,4969,0
111,S,4962,0
97,S,4949,0
111,S,4928,0
92,S,4933,0
114,S,4463,2
108,S,4907,0
112,S,4924,0
115,S,4957,0
98,S,4876,0
112,S,4896,0
93,S,4905,0
109,S,4927,0
113,S,4942,0
99,S,4986,0
113,S,4970,0
116,S,4910,0
114,S,4966,0
117,S,4983,0
114,S,4966,0
115,S,4969,0
94,S,4920,0
100,S,4918,0
116,S,4976,0
115,S,4943,0
110,S,4873,0
117,S,4947,0
116,S,4959,0
105,S,4589,2
118,S,4961,0
95,S,4889,2
117,S,4964,0
111,S,4933,0
106,S,4950,0
118,S,4964,0
107,S,4564,0
96,S,4922,0
112,S,4923,0
108,S,4959,0
101,S,4781,0
119,S,4852,2
107,S,4877,0
109,S,4940,0
113,S,4913,0
120,S,4957,0
119,S,4839,0
118,S,4634,0
121,S,4944,0
114,S,4906,0
102,S,4844,0
119,S,4949,0
97,S,4794,0
110,S,4882,0
120,S,4915,0
103,S,4957,0
108,S,4832,0
98,S,4947,0
121,S,4941,0
115,S,4917,0
109,S,4976,0
122,S,4890,0
104,S,4950,0
122,S,4945,0
99,S,4936,0
123,S,4938,0
105,S,4954,0
110,S,4927,0
123,S,4962,0
100,S,4951,0
101,S,4989,0
106,S,4943,0
116,S,4864,0
111,S,4915,0
107,S,4957,0
102,S,4930,0
124,S,4895,0
117,S,4940,0
120,S,4730,2
108,S,4955,0
112,S,4944,0
113,S,4984,0
114,S,4990,0
118,S,4943,0
111,S,4679,0
124,S,4791,0
115,S,4961,0
112,S,4960,0
103,S,4877,0
109,S,4883,0
104,S,4974,0
113,S,4961,0
119,S,4906,0
121,S,4855,0
125,S,4838,0
110,S,4959,0
116,S,4902,0
105,S,4947,0
114,S,4938,0
111,S,4970,0
126,S,4928,0
112,S,4970,0
122,S,4895,0
120,S,4877,0
113,S,4955,0
115,S,4914,0
123,S,4957,0
125,S,4764,0
106,S,4857,0
124,S,4952,0
114,S,4925,0
116,S,4927,0
117,S,4968,0
107,S,4924,0
126,S,4891,0
115,S,4925,0
127,S,4801,0
108,S,4937,0
