
episode,successRate,timeRemaining,agentSuccessCount,observableDistance

episode,successRate,timeRemaining,agentSuccessCount,observableDistance

episode,successRate,timeRemaining,agentSuccessCount,observableDistance

episode,successRate,timeRemaining,agentSuccessCount,observableDistance

episode,successRate,timeRemaining,agentSuccessCount,observableDistance

episode,successRate,timeRemaining,agentSuccessCount,observableDistance

episode,successRate,timeRemaining,agentSuccessCount,observableDistance

episode,successRate,timeRemaining,agentSuccessCount,observableDistance

episode,successRate,timeRemaining,agentSuccessCount,observableDistance
126,T,4917,0,20
132,T,4967,0,20
127,T,4952,0,20
119,T,4930,0,20
126,T,4877,0,20
128,T,4985,0,20
129,T,4978,0,20
128,T,4894,0,20
119,T,4908,0,20
136,T,4875,0,20
141,T,4848,0,20
142,T,4991,0,20
120,T,4884,0,20
137,T,4910,0,20
133,T,4807,0,20
138,T,4986,0,20
121,T,4959,0,20
143,T,4949,0,20
122,T,4991,0,20
144,T,4974,0,20
123,T,4975,0,20
120,T,4830,0,20
129,T,4824,0,20
127,T,4703,0,20
127,T,4785,0,20
134,T,4916,0,20
145,T,4950,0,20
124,T,4943,0,20
128,T,4959,0,20
130,T,4927,0,20
135,T,4940,0,20
146,T,4940,0,20
139,T,4855,0,20
121,T,4900,0,20
147,T,4971,0,20
129,T,4912,0,20
128,T,4864,0,20
125,T,4885,0,20
131,T,4904,0,20
148,T,4934,0,20
140,T,4894,0,20
136,T,4870,0,20
141,T,4984,0,20
149,T,4950,0,20
130,T,4898,0,20
126,T,4895,0,20
129,T,4861,0,20
142,T,4926,0,20
127,T,4959,0,20
128,T,4973,0,20
143,T,4934,0,20
130,T,4907,0,20
131,T,4858,0,20
122,T,4723,0,20
129,T,4935,0,20
132,T,4970,0,20
144,T,4942,0,20
132,T,4759,0,20
150,T,4797,0,20
133,T,4971,0,20
123,T,4934,0,20
133,T,4960,0,20
131,T,4921,0,20
134,T,4978,0,20
130,T,4353,0,20
124,T,4968,0,20
132,T,4973,0,20
134,T,4956,0,20
130,T,4885,0,20
151,T,4923,0,20
125,T,4968,0,20
152,T,4984,0,20
145,T,4871,0,20
135,T,4918,0,20
133,T,4931,0,20
136,T,4980,0,20
126,T,4928,0,20
131,T,4890,0,20
131,T,4915,0,20
146,T,4938,0,20
135,T,4888,0,20
136,T,4985,0,20
127,T,4951,0,20
153,T,4894,0,20
132,T,4949,0,20
132,T,4940,0,20
134,T,4893,0,20
133,T,4972,0,20
137,T,4899,0,20
128,T,4923,0,20
137,T,4909,0,20
134,T,4919,0,20
154,T,4885,0,20
133,T,4894,0,20
138,T,4911,0,20
147,T,4823,0,20
134,T,4951,0,20
139,T,4930,0,20
135,T,4818,0,20
140,T,4984,0,20
138,T,4863,0,20
129,T,4858,0,20
155,T,4893,0,20
136,T,4982,0,20
137,T,4990,0,20
135,T,4872,0,20
148,T,4885,0,20
156,T,4956,0,20
136,T,4966,0,20
138,T,4957,0,20
141,T,4934,0,20
137,T,4992,0,20
135,T,4889,0,20
142,T,4983,0,20
138,T,4980,0,20
130,T,4913,0,20
139,T,4948,0,20
157,T,4917,0,20
137,T,4227,0,20
139,T,4857,0,20
139,T,4921,0,20
138,T,4967,0,20
136,T,4888,0,20
140,T,4941,0,20
158,T,4930,0,20
159,T,4980,0,20
160,T,4986,0,20
139,T,4917,0,20
137,T,4929,0,20
149,T,4787,0,20
131,T,4827,0,20
132,T,4978,0,20
140,T,4880,0,20
141,T,4912,0,20
161,T,4929,0,20
143,T,4762,0,20
133,T,4952,0,20
150,T,4911,0,20
140,T,4749,0,20
141,T,4994,0,20
140,T,4874,0,20
142,T,4904,0,20
138,T,4860,0,20
144,T,4910,0,20
134,T,4892,0,20
141,T,4845,0,20
142,T,4920,0,20
141,T,4904,0,20
142,T,4962,0,20
162,T,4822,0,20
143,T,4899,0,20
139,T,4898,0,20
135,T,4944,0,20
143,T,4970,0,20
143,T,4932,0,20
151,T,4800,0,20
140,T,4945,0,20
136,T,4945,0,20
163,T,4923,0,20
142,T,4887,0,20
164,T,4974,0,20
144,T,4920,0,20
137,T,4962,0,20
145,T,4809,0,20
144,T,4877,0,20
141,T,4939,0,20
145,T,4966,0,20
145,T,4932,0,20
165,T,4923,0,20
138,T,4898,0,20
146,T,4958,0,20
146,T,4920,0,20
146,T,4852,0,20
142,T,4861,0,20
166,T,4903,0,20
147,T,4935,0,20
144,T,4755,0,20
143,T,4790,0,20
167,T,4943,0,20
139,T,4868,0,20
145,T,4934,0,20
152,T,4714,0,20
147,T,4914,0,20
147,T,4890,0,20
143,T,4905,0,20
148,T,4911,0,20
148,T,4953,0,20
149,T,4942,0,20
153,T,4913,0,20
149,T,4955,0,20
146,T,4904,0,20
144,T,4916,0,20
168,T,4881,0,20
144,T,4855,0,20
150,T,4941,0,20
140,T,4850,0,20
151,T,4974,0,20
141,T,4975,0,20
148,T,4816,0,20
154,T,4888,0,20
150,T,4891,0,20
145,T,4893,0,20
147,T,4890,0,20
169,T,4891,0,20
152,T,4940,0,20
145,T,4863,0,20
153,T,4972,0,20
149,T,4925,0,20
142,T,4896,0,20
155,T,4918,0,20
154,T,4970,0,20
148,T,4917,0,20
170,T,4916,0,20
151,T,4890,0,20
156,T,4966,0,20
146,T,4886,0,20
143,T,4933,0,20
146,T,4890,0,20
171,T,4937,0,20
152,T,4947,0,20
147,T,4939,0,20
155,T,4896,0,20
144,T,4942,0,20
172,T,4952,0,20
148,T,4965,0,20
153,T,4924,0,20
149,T,4834,0,20
157,T,4861,0,20
156,T,4931,0,20
147,T,4887,0,20
149,T,4936,0,20
150,T,4780,0,20
154,T,4932,0,20
150,T,4939,0,20
173,T,4894,0,20
174,T,4984,0,20
157,T,4911,0,20
145,T,4850,0,20
158,T,4902,0,20
151,T,4924,0,20
148,T,4900,0,20
150,T,4882,0,20
175,T,4927,0,20
151,T,4904,0,20
152,T,4925,0,20
146,T,4905,0,20
152,T,4958,0,20
158,T,4872,0,20
149,T,4890,0,20
150,T,4997,0,20
155,T,4822,0,20
151,T,4900,0,20
159,T,4856,0,20
156,T,4971,0,20
152,T,4969,0,20
153,T,4905,0,20
151,T,4953,0,20
176,T,4869,0,20
153,T,4974,0,20
157,T,4961,0,20
154,T,4967,0,20
152,T,4910,0,20
158,T,4925,0,20
160,T,4865,0,20
154,T,4919,0,20
147,T,4801,0,20
161,T,4970,0,20
155,T,4898,0,20
159,T,4806,0,20
153,T,4947,0,20
148,T,4955,0,20
149,T,4995,0,20
155,T,4936,0,20
150,T,4990,0,20
159,T,4917,0,20
177,T,4816,0,20
153,T,4716,0,20
160,T,4966,0,20
156,T,4910,0,20
161,T,4992,0,20
162,T,4897,0,20
160,T,4887,0,20
178,T,4910,0,20
157,T,4940,0,20
161,T,4955,0,20
162,T,4928,0,20
156,T,4870,0,20
154,T,4832,0,20
155,T,4981,0,20
158,T,4923,0,20
163,T,4935,0,20
163,T,4850,0,20
157,T,4901,0,20
162,T,4897,0,20
179,T,4880,0,20
151,T,4752,0,20
152,T,4965,0,20
156,T,4870,0,20
164,T,4891,0,20
159,T,4867,0,20
153,T,4951,0,20
157,T,4947,0,20
164,T,4871,0,20
163,T,4856,0,20
154,T,4649,0,20
158,T,4834,0,20
165,T,4902,0,20
165,T,4934,0,20
154,T,4918,0,20
158,T,4922,0,20
166,T,4958,0,20
155,T,4907,0,20
155,T,4931,0,20
167,T,4958,0,20
164,T,4885,0,20
180,T,4742,0,20
160,T,4818,0,20
165,T,4975,0,20
159,T,4852,0,20
159,T,4869,0,20
166,T,4855,0,20
168,T,4897,0,20
156,T,4876,0,20
169,T,4979,0,20
160,T,4919,0,20
167,T,4906,0,20
181,T,4811,0,20
161,T,4824,0,20
182,T,4992,0,20
168,T,4957,0,20
166,T,4780,0,20
156,T,4743,0,20
167,T,4950,0,20
160,T,4762,0,20
162,T,4882,0,20
183,T,4883,0,20
161,T,4813,0,20
169,T,4846,0,20
157,T,4886,0,20
161,T,4923,0,20
184,T,4918,0,20
162,T,4973,0,20
163,T,4899,0,20
162,T,4890,0,20
168,T,4848,0,20
163,T,4958,0,20
163,T,4979,0,20
164,T,4942,0,20
170,T,4887,0,20
164,T,4971,0,20
185,T,4912,0,20
157,T,4633,0,20
171,T,4979,0,20
169,T,4938,0,20
172,T,4930,0,20
170,T,4554,0,20
186,T,4905,0,20
158,T,4779,0,20
170,T,4908,0,20
165,T,4854,0,20
187,T,4926,0,20
166,T,4961,0,20
165,T,4827,0,20
171,T,4913,0,20
171,T,4871,0,20
166,T,4938,0,20
164,T,4698,0,20
158,T,4724,0,20
173,T,4797,0,20
167,T,4943,0,20
172,T,4920,0,20
173,T,4993,0,20
159,T,4979,0,20
167,T,4855,0,20
172,T,4873,0,20
165,T,4937,0,20
168,T,4985,0,20
160,T,4919,0,20
159,T,4716,2,20
174,T,4899,0,20
168,T,4891,0,20
174,T,4854,0,20
173,T,4892,0,20
160,T,4905,0,20
169,T,4845,0,20
169,T,4912,0,20
166,T,4822,0,20
161,T,4868,0,20
174,T,4915,0,20
188,T,4634,0,20
161,T,4928,0,20
162,T,4949,0,20
175,T,4840,0,20
175,T,4809,0,20
162,T,4955,0,20
189,T,4895,0,20
176,T,4943,0,20
163,T,4912,0,20
164,T,4976,0,20
177,T,4967,0,20
165,T,4963,0,20
175,T,4796,0,20
163,T,4864,0,20
176,T,4856,0,20
178,T,4941,0,20
170,T,4745,0,20
170,T,4725,0,20
190,T,4874,0,20
167,T,4713,0,20
164,T,4934,0,20
176,T,4923,0,20
171,T,4915,0,20
177,T,4895,0,20
179,T,4880,0,20
165,T,4927,0,20
168,T,4917,0,20
177,T,4899,0,20
172,T,4921,0,20
178,T,4933,0,20
179,T,4991,0,20
166,T,4794,0,20
167,T,4996,0,20
171,T,4826,0,20
169,T,4935,0,20
166,T,4915,0,20
191,T,4809,0,20
173,T,4944,0,20
167,T,4974,0,20
168,T,4938,0,20
180,T,4853,0,20
181,T,4975,0,20
174,T,4931,0,20
172,T,4901,0,20
168,T,4948,0,20
180,T,4872,0,20
178,T,4861,0,20
175,T,4979,0,20
192,T,4893,0,20
176,T,4981,0,20
182,T,4958,0,20
170,T,4870,0,20
169,T,4910,0,20
183,T,4944,0,20
181,T,4905,0,20
193,T,4915,0,20
171,T,4898,0,20
179,T,4861,0,20
169,T,4838,0,20
177,T,4867,0,20
170,T,4870,0,20
173,T,4822,0,20
170,T,4973,0,20
180,T,4923,0,20
184,T,4856,0,20
194,T,4878,0,20
174,T,4935,0,20
175,T,4989,0,20
176,T,4973,0,20
171,T,4866,0,20
177,T,4975,0,20
178,T,4854,0,20
185,T,4911,0,20
179,T,4961,0,20
178,T,4916,0,20
172,T,4744,0,20
180,T,4946,0,20
171,T,4774,0,20
195,T,4821,0,20
186,T,4892,0,20
181,T,4770,0,20
172,T,4845,0,20
173,T,4927,0,20
179,T,4904,0,20
173,T,4940,0,20
181,T,4877,0,20
174,T,4987,0,20
187,T,4871,0,20
175,T,4968,0,20
172,T,4845,0,20
196,T,4830,0,20
182,T,4480,0,20
174,T,4840,0,20
180,T,4846,0,20
182,T,4875,0,20
182,T,4789,0,20
176,T,4892,0,20
175,T,4931,0,20
176,T,4983,0,20
183,T,4921,0,20
177,T,4980,0,20
183,T,4868,0,20
188,T,4802,0,20
173,T,4806,0,20
177,T,4889,0,20
197,T,4789,0,20
184,T,4934,0,20
181,T,4801,0,20
178,T,4860,0,20
189,T,4875,0,20
178,T,4878,0,20
198,T,4879,0,20
174,T,4825,0,20
183,T,4722,0,20
182,T,4885,0,20
185,T,4856,0,20
184,T,4755,0,20
184,T,4956,0,20
175,T,4926,0,20
185,T,4963,0,20
179,T,4868,0,20
199,T,4870,0,20
190,T,4814,0,20
186,T,4884,0,20
176,T,4908,0,20
185,T,4854,0,20
186,T,4880,0,20
183,T,4806,0,20
179,T,4711,0,20
187,T,4896,0,20
191,T,4867,0,20
186,T,4905,0,20
200,T,4827,0,20
180,T,4811,0,20
184,T,4914,0,20
192,T,4953,0,20
193,T,4958,0,20
181,T,4934,0,20
187,T,4921,0,20
180,T,4859,0,20
187,T,4837,0,20
185,T,4913,0,20
177,T,4782,0,20
182,T,4952,0,20
194,T,4933,0,20
188,T,4942,0,20
181,T,4931,0,20
188,T,4909,0,20
201,T,4827,0,20
183,T,4941,0,20
195,T,4955,0,20
178,T,4901,0,20
188,T,4757,0,20
202,T,4965,0,19.75
184,T,4951,0,20
189,T,4921,0,20
196,T,4931,0,20
186,T,4844,0,20
189,T,4877,0,20
189,T,4925,0,20
182,T,4860,0,20
197,T,4943,0,20
190,T,4932,0,20
187,T,4917,0,20
198,T,4966,0,20
203,T,4862,0,19.5
179,T,4836,0,20
180,T,4969,0,20
190,T,4850,0,20
185,T,4792,0,20
204,T,4898,0,19.25
183,T,4840,0,20
190,T,4821,0,20
191,T,4932,0,20
181,T,4920,0,20
182,T,4987,0,20
184,T,4949,0,20
199,T,4829,0,20
205,T,4913,0,19
186,T,4890,0,20
192,T,4897,0,20
191,T,4860,0,20
187,T,4939,0,20
188,T,4732,0,20
193,T,4945,0,20
185,T,4857,0,20
206,T,4878,0,18.75
188,T,4921,0,20
191,T,4650,0,20
192,T,4910,0,20
200,T,4815,0,20
189,T,4874,0,20
193,T,4946,0,20
194,T,4872,0,20
192,T,4930,0,20
186,T,4888,0,20
195,T,4939,0,20
189,T,4835,0,20
201,T,4846,0,19.75
194,T,4867,0,20
183,T,4600,0,20
196,T,4895,0,20
190,T,4805,0,20
187,T,4830,0,20
207,T,4708,0,18.5
184,T,4889,0,20
191,T,4905,0,20
190,T,4827,0,20
188,T,4897,0,20
195,T,4827,0,20
202,T,4788,0,19.5
196,T,4974,0,20
193,T,4678,0,20
197,T,4816,0,20
189,T,4924,0,20
197,T,4962,0,20
185,T,4872,0,20
191,T,4879,0,20
192,T,4868,0,20
208,T,4777,0,18.25
203,T,4853,0,19.25
209,T,4957,0,18
194,T,4855,0,20
198,T,4871,0,20
192,T,4902,0,20
198,T,4848,0,20
186,T,4837,0,20
190,T,4807,0,20
193,T,4813,0,20
199,T,4918,0,20
210,T,4863,0,17.75
191,T,4945,0,20
193,T,4878,0,20
192,T,4988,0,20
187,T,4908,0,20
194,T,4933,0,20
199,T,4777,0,20
193,T,4874,0,20
195,T,4926,0,20
188,T,4865,0,20
200,T,4930,0,20
195,T,4678,0,20
194,T,4948,0,20
211,T,4807,0,17.5
200,T,4784,0,20
194,T,4775,0,20
212,T,4968,0,17.25
189,T,4911,0,20
201,T,4954,0,19.75
196,T,4886,0,20
195,T,4917,0,20
196,T,4892,0,20
195,T,4891,0,20
201,T,4838,0,20
197,T,4931,0,20
213,T,4870,0,17
202,T,4882,0,19.5
190,T,4875,0,20
204,T,4479,0,19
196,T,4887,0,20
214,T,4941,0,16.75
202,T,4897,0,19.75
196,T,4856,0,20
203,T,4900,0,19.25
197,T,4795,0,20
197,T,4883,0,20
198,T,4828,0,20
203,T,4927,0,19.5
191,T,4836,0,20
192,T,4987,0,20
199,T,4913,0,20
205,T,4768,0,18.75
200,T,4959,0,20
204,T,4854,0,19.25
197,T,4807,0,20
198,T,4825,0,20
206,T,4918,0,18.5
198,T,4808,0,20
199,T,4991,0,20
204,T,4754,0,19
193,T,4821,0,20
199,T,4944,0,20
198,T,4902,0,20
205,T,4895,0,19
207,T,4926,0,18.25
200,T,4947,0,20
215,T,4589,0,16.5
201,T,4766,0,19.75
200,T,4833,0,20
194,T,4860,0,20
206,T,4869,0,18.75
202,T,4965,0,19.5
201,T,4884,0,20
199,T,4844,0,20
203,T,4922,0,19.25
202,T,4898,0,19.75
216,T,4811,0,16.25
201,T,4844,0,19.75
200,T,4876,0,20
205,T,4667,0,18.75
208,T,4706,0,18
207,T,4814,0,18.5
209,T,4951,0,17.75
195,T,4750,0,20
203,T,4862,0,19.5
196,T,4956,0,20
208,T,4892,0,18.25
206,T,4867,0,18.5
201,T,4847,0,19.75
217,T,4818,0,16
202,T,4823,0,19.5
204,T,4737,0,19
210,T,4859,0,17.5
209,T,4916,0,18
204,T,4861,0,19.25
211,T,4932,0,17.25
218,T,4855,0,15.75
219,T,4971,0,15.5
207,T,4815,0,18.25
210,T,4879,0,17.75
197,T,4773,0,20
202,T,4786,0,19.5
203,T,4771,0,19.25
220,T,4915,0,15.25
205,T,4781,0,18.75
208,T,4908,0,18
203,T,4924,0,19.25
205,T,4783,0,19
206,T,4952,0,18.5
207,T,4989,0,18.25
211,T,4854,0,17.5
198,T,4846,0,20
204,T,4911,0,19
206,T,4914,0,18.75
204,T,4847,0,19
221,T,4861,0,15
208,T,4925,0,18
212,T,4921,0,17.25
212,T,4695,0,17
209,T,4825,0,17.75
222,T,4945,0,14.75
205,T,4916,0,18.75
210,T,4945,0,17.5
207,T,4889,0,18.5
199,T,4845,0,20
213,T,4891,0,17
213,T,4881,0,16.75
209,T,4848,0,17.75
214,T,4962,0,16.5
210,T,4920,0,17.5
206,T,4825,0,18.5
200,T,4847,0,20
211,T,4821,0,17.25
201,T,4969,0,19.75
207,T,4950,0,18.25
223,T,4748,0,14.5
212,T,4963,0,17
215,T,4867,0,16.25
211,T,4898,0,17.25
214,T,4791,0,16.75
216,T,4952,0,16
212,T,4966,0,17
202,T,4917,0,19.5
224,T,4897,0,14.25
213,T,4897,0,16.75
215,T,4903,0,16.5
208,T,4653,0,18.25
208,T,4850,0,18
213,T,4909,0,16.75
216,T,4963,0,16.25
225,T,4925,0,14
217,T,4855,0,15.75
226,T,4970,0,13.75
203,T,4814,0,19.25
214,T,4833,0,16.5
214,T,4774,0,16.5
204,T,4891,0,19
209,T,4773,0,17.75
217,T,4771,0,16
209,T,4740,0,18
205,T,4252,0,18.75
205,T,4910,0,18.75
215,T,4852,0,16.25
215,T,4867,0,16.25
216,T,4978,0,16
216,T,4934,0,16
210,T,4818,0,17.5
206,T,4875,0,18.5
217,T,4954,0,15.75
211,T,4970,0,17.25
218,T,4612,0,15.5
217,T,4859,0,15.75
219,T,4935,0,15.25
206,T,4734,0,18.5
212,T,4854,0,17
218,T,4872,0,15.5
218,T,4627,0,15.75
210,T,4584,0,17.75
207,T,4840,0,18.25
213,T,4877,0,16.75
207,T,4698,0,18.25
218,T,4698,0,15.5
219,T,4928,0,15.25
214,T,4870,0,16.5
208,T,4876,0,18
208,T,4793,0,18
215,T,4901,0,16.25
209,T,4945,0,17.75
209,T,4884,0,17.75
220,T,4818,0,15
216,T,4936,0,16
220,T,4511,0,15
217,T,4973,0,15.75
221,T,4922,0,14.75
222,T,4988,0,14.5
210,T,4852,0,17.5
210,T,4868,0,17.5
219,T,4494,0,15.5
218,T,4893,0,15.5
221,T,4842,0,14.75
223,T,4900,0,14.25
219,T,4922,0,15.25
220,T,4893,0,15.25
224,T,4955,0,14
211,T,4867,0,17.25
211,T,4421,0,17.5
211,T,4836,0,17.25
222,T,4835,0,14.5
212,T,4922,0,17
221,T,4871,0,15
225,T,4860,0,13.75
222,T,4958,0,14.75
212,T,4825,0,17
220,T,4756,0,15
213,T,4853,0,16.75
223,T,4915,0,14.5
226,T,4881,0,13.5
214,T,4952,0,16.5
212,T,4732,0,17.25
227,T,4960,0,13.25
223,T,4738,0,14.25
228,T,4949,0,13
213,T,4921,0,17
213,T,4841,0,16.75
215,T,4908,0,16.25
216,T,4943,0,16
224,T,4776,0,14.25
221,T,4743,0,14.75
217,T,4894,0,15.75
214,T,4829,0,16.75
224,T,4784,0,14
215,T,4973,0,16.5
214,T,4789,0,16.5
222,T,4865,0,14.5
225,T,4894,0,13.75
218,T,4842,0,15.5
216,T,4860,0,16.25
225,T,4761,0,14
219,T,4892,0,15.25
220,T,4966,0,15
229,T,4508,0,12.75
223,T,4759,0,14.25
215,T,4712,0,16.25
226,T,4812,0,13.75
230,T,4932,0,12.5
227,T,4963,0,13.5
217,T,4735,0,16
216,T,4874,0,16
218,T,4972,0,15.75
224,T,4855,0,14
221,T,4778,0,14.75
231,T,4851,0,12.25
228,T,4856,0,13.25
229,T,4913,0,13
225,T,4803,0,13.75
230,T,4891,0,12.75
222,T,4749,0,14.5
226,T,4887,0,13.5
231,T,4950,0,12.5
226,T,4262,0,13.5
223,T,4890,0,14.25
232,T,4912,0,12.25
233,T,4883,0,12
224,T,4857,0,14
227,T,4776,0,13.25
225,T,4825,0,13.75
219,T,4203,0,15.5
226,T,4895,0,13.5
227,T,1924,4,13.5
220,T,4888,0,15.25
227,T,4913,0,13.25
227,T,4307,0,13.25
221,T,4893,0,15
232,T,4017,2,12
228,T,4855,0,13.25
222,T,4925,0,14.75
229,T,4878,0,13
223,T,4894,0,14.5
233,T,4832,0,11.75
228,T,4646,0,13
224,T,4891,0,14.25
234,T,4905,0,11.5
225,T,4967,0,14
228,T,4253,0,13
226,T,4857,0,13.75
227,T,4851,0,13.5
229,T,4581,0,12.75
228,T,4266,0,13
230,T,4267,0,12.75
229,T,4718,0,12.75
231,T,4850,0,12.5
230,T,4627,0,12.5
230,T,4944,0,12.5
232,T,4933,0,12.25
231,T,4953,0,12.25
232,T,4993,0,12
231,T,4885,0,12.25
233,T,4765,0,12
234,T,4917,0,11.75
229,T,3813,0,12.75
230,T,4941,0,12.5
231,T,4951,0,12.25
232,T,4945,0,12
233,T,3820,2,11.75
234,T,4754,0,11.5
233,T,4113,0,11.75
234,T,4918,0,11.5
235,T,2602,6,11.25
235,T,4980,0,11.25
236,T,4856,0,11
235,T,4621,0,11.25
237,T,4898,0,10.75
236,T,4933,0,11
238,T,4946,0,10.5
239,T,4867,0,10.25
240,T,4945,0,10
237,T,4734,0,10.75
241,T,4907,0,9.75
235,T,3066,4,11.5
236,T,4976,0,11.25
237,T,4984,0,11
217,T,553,0,15.75
238,T,4943,0,10.75
218,T,4915,0,15.5
219,T,4942,0,15.25
228,T,1947,6,13.25
220,T,4872,0,15
229,T,4735,0,13
230,T,4921,0,12.75
234,T,420,10,11.75
239,T,4275,0,10.5
221,T,4506,0,14.75
231,T,4814,0,12.5
236,T,3481,4,11
222,T,4905,0,14.5
223,T,4889,0,14.25
224,T,4650,0,14
237,T,4456,0,10.75
238,T,3464,4,10.5
239,T,4933,0,10.25
238,T,4814,0,10.5
225,T,4747,0,13.75
226,T,4945,0,13.5
227,T,4974,0,13.25
228,T,4959,0,13
229,T,4837,0,12.75
230,T,4900,0,12.5
239,T,4370,0,10.25
240,T,4091,2,10
231,T,4443,0,12.25
240,T,4518,0,10
232,T,4880,0,12
233,T,4979,0,11.75
232,T,3079,2,12.25
234,T,4948,0,11.5
235,T,4987,0,11.25
241,T,4767,0,9.75
242,T,4903,0,9.5
243,T,4598,0,9.25
244,T,4917,0,9
245,T,4956,0,8.75
240,T,2044,2,10.25
233,T,3969,0,12
241,T,4774,0,10
234,T,4769,0,11.75
242,T,4673,0,9.75
235,T,4670,0,11.5
243,T,4921,0,9.5
246,T,4128,2,8.5
241,T,2910,4,9.75
236,T,4238,0,11.25
242,T,4339,0,9.5
243,T,4690,0,9.25
233,T,2486,4,11.75
234,T,4923,0,11.5
243,T,4723,0,9.25
235,T,4893,0,11.25
237,T,4443,0,11
236,T,4822,0,11
238,T,4886,0,10.75
244,T,4454,0,9
237,T,4680,0,10.75
238,T,4474,0,10.5
239,T,4197,0,10.5
245,T,4364,0,8.75
239,T,4905,0,10.25
244,T,3511,2,9
245,T,4607,0,8.75
246,T,4377,0,8.5
246,T,4855,0,8.5
247,T,4932,0,8.25
248,T,4954,0,8
240,T,3963,2,10
247,T,4394,0,8.25
241,T,4531,0,9.75
248,T,4647,0,8
249,T,4038,0,8
249,T,4822,0,8
250,T,4866,0,8
251,T,4962,0,8
242,T,4535,0,9.5
250,T,4712,0,8
252,T,4949,0,8
244,T,775,10,9.25
251,T,4806,0,8
243,T,4762,0,9.25
247,T,565,10,8.25
244,T,4978,0,9
253,T,4732,0,8
240,T,2700,4,10.25
245,T,4928,0,8.75
252,T,4850,0,8
241,T,4819,0,10
246,T,4580,0,8.5
242,T,4579,0,9.75
253,T,4302,0,8
243,T,4380,0,9.5
236,T,468,8,11.25
254,T,4360,0,8
237,T,4962,0,11
238,T,4923,0,10.75
245,T,3201,2,9
222,T,3148,4,14.5
223,T,4684,0,14.25
224,T,4931,0,14
246,T,4158,0,8.75
244,T,3727,2,9.25
225,T,4852,0,13.75
255,T,3861,2,8
226,T,4905,0,13.5
256,T,4667,0,8
247,T,4393,0,8.5
227,T,4310,2,13.25
239,T,3130,2,10.5
228,T,4249,2,13
248,T,3873,2,8.25
245,T,2939,2,9
238,T,4022,2,10.5
229,T,3776,0,12.75
230,T,4890,0,12.5
231,T,4636,0,12.25
240,T,2200,4,10.25
232,T,4054,0,12
241,T,4463,0,10
233,T,4942,0,11.75
242,T,4328,0,9.75
243,T,4911,0,9.5
244,T,4837,0,9.25
234,T,3965,0,11.5
246,T,1739,6,8.75
245,T,4719,0,9
247,T,4791,0,8.5
246,T,4480,0,8.75
249,T,85,12,8
247,T,2720,4,8.5
248,T,2286,4,8.25
235,T,1925,2,11.25
236,T,4930,0,11
248,T,4709,0,8.25
237,T,4832,0,10.75
238,T,4856,0,10.5
249,T,3685,4,8
249,T,3394,0,8
250,T,4866,0,8
251,T,4913,0,8
259,T,4977,0,8
250,T,1975,6,8
251,T,4686,0,8
250,T,3510,2,8
252,T,3594,4,8
260,T,3678,2,8
252,T,3755,2,8
261,T,4658,0,8
251,T,4251,0,8
262,T,4820,0,8
253,T,4213,0,8
252,T,4536,0,8
254,T,4659,0,8
239,T,371,8,10.25
255,T,4170,0,8
263,T,3628,2,8
256,T,4544,2,8
250,T,3911,2,8
253,T,2639,2,8
264,T,4123,2,8
265,T,4830,0,8
254,T,4616,0,8
257,T,4095,0,8
255,T,4663,0,8
256,T,4116,0,8
258,T,3733,2,8
259,T,4958,0,8
251,T,2888,2,8
252,T,4656,0,8
260,T,4483,0,8
257,T,4279,0,8
253,T,4579,2,8
266,T,2609,4,8
254,T,4492,0,8
261,T,4042,0,8
267,T,4410,0,8
258,T,3886,0,8
255,T,4476,0,8
259,T,4559,0,8
268,T,4195,0,8
254,T,3946,4,8
260,T,4470,0,8
261,T,4861,0,8
262,T,4986,0,8
255,T,4528,2,8
263,T,4642,0,8
256,T,4125,0,8
257,T,4965,0,8
258,T,4950,0,8
264,T,4221,0,8
259,T,4974,0,8
260,T,4860,0,8
265,T,4444,0,8
256,T,2357,4,8
262,T,1775,8,8
269,T,2390,0,8
266,T,4500,0,8
267,T,4617,0,8
257,T,3637,2,8
258,T,4322,0,8
259,T,4952,0,8
270,T,3336,4,8
261,T,1811,6,8
242,T,4818,2,9.5
260,T,3113,2,8
261,T,4631,0,8
262,T,4957,0,8
263,T,597,8,8
264,T,4784,0,8
265,T,4949,0,8
266,T,4516,0,8
267,T,4914,0,8
263,T,3887,4,8
243,T,2138,6,9.25
244,T,4511,0,9
245,T,4957,0,8.75
262,T,1328,6,8
271,T,438,10,8
272,T,4857,0,8
273,T,4892,0,8
246,T,4149,0,8.5
268,T,3213,2,8
244,T,4237,2,9
247,T,4494,0,8.25
269,T,4252,0,8
270,T,4940,0,8
248,T,4626,0,8
271,T,4939,0,8
272,T,4463,0,8
249,T,4447,0,8
250,T,4968,0,8
254,T,2172,6,8
255,T,4921,0,8
273,T,4317,0,8
274,T,4955,0,8
251,T,4217,0,8
274,T,896,8,8
275,T,3806,4,8
270,T,3536,4,8
252,T,1522,4,8
271,T,4327,2,8
275,T,971,8,8
253,T,4252,0,8
254,T,4881,0,8
261,T,2710,6,8
262,T,4915,0,8
246,T,1622,6,8.5
247,T,4920,0,8.25
248,T,4969,0,8
249,T,4801,0,8
277,T,4175,4,8
256,T,4300,2,8
257,T,4158,2,8
258,T,4928,0,8
259,T,4597,2,8
264,T,2521,8,8
278,T,4685,2,8
260,T,3074,4,8
267,T,2244,6,8
