
episode,successRate,timeRemaining,seekCount,velocity,range
83,S,4690,2,225,20.00004
84,S,4999,0,225,20.00004
99,S,4280,4,225,20.00004
100,S,4999,0,225,20.00004
109,S,4349,3,223,20.00004
110,S,4999,0,223,20.00004
85,S,4532,2,227,20.00004
86,S,4999,0,227,20.00004
119,S,4248,2,219,20.00004
120,S,4999,0,219,20.00004
101,S,4831,2,227,20.00004
102,S,4999,0,227,20.00004
103,S,4129,4,228,20.00004
104,S,4999,0,228,20.00004
101,S,3271,10,216,20.00004
102,S,4999,0,216,20.00004
103,S,4233,4,237,20.00004
104,S,4999,0,237,20.00004
92,S,4015,5,240,20.00004
93,S,4999,0,240,20.00004
105,S,4767,0,237,20.00004
106,S,4999,0,237,20.00004
107,S,4965,0,237,20.00004
108,S,4999,0,237,20.00004
105,S,4632,0,228,20.00004
106,S,4999,0,228,20.00004
94,S,4901,0,240,20.00004
95,S,4999,0,240,20.00004
103,S,4607,2,229,20.00004
104,S,4999,0,229,20.00004
87,S,4432,4,231,20.00004
88,S,4999,0,231,20.00004
109,S,4807,0,237,20.00004
110,S,4999,0,237,20.00004
121,S,4336,4,223,20.00004
122,S,4999,0,223,20.00004
107,S,4680,2,230,20.00004
108,S,4999,0,230,20.00004
93,S,3295,13,241,20.00004
94,S,4999,0,241,20.00004
111,S,4038,6,229,20.00004
112,S,4999,0,229,20.00004
89,S,4586,4,235,20.00004
90,S,4999,0,235,20.00004
91,S,4961,0,235,20.00004
92,S,4999,0,235,20.00004
103,S,4113,6,222,20.00004
104,S,4999,0,222,20.00004
105,S,4970,0,222,20.00004
106,S,4999,0,222,20.00004
111,S,4514,3,240,20.00004
112,S,4999,0,240,20.00004
105,S,4281,4,233,20.00004
106,S,4999,0,233,20.00004
113,S,4743,1,230,20.00004
114,S,4999,0,230,20.00004
123,S,4510,2,225,20.00004
124,S,4999,0,225,20.00004
93,S,4745,2,237,20.00004
94,S,4999,0,237,20.00004
113,S,4815,2,242,20.00004
114,S,4999,0,242,20.00004
107,S,4748,1,223,20.00004
108,S,4999,0,223,20.00004
125,S,4685,3,228,20.00004
126,S,4999,0,228,20.00004
115,S,4611,2,232,20.00004
116,S,4999,0,232,20.00004
95,S,4301,4,245,20.00004
96,S,4999,0,245,20.00004
109,S,4693,1,224,20.00004
110,S,4999,0,224,20.00004
109,S,3968,8,238,20.00004
110,S,4999,0,238,20.00004
111,S,4952,0,238,20.00004
112,S,4999,0,238,20.00004
95,S,4379,5,242,20.00004
96,S,4999,0,242,20.00004
117,S,4627,1,233,20.00004
118,S,4999,0,233,20.00004
107,S,4179,4,237,20.00004
108,S,4999,0,237,20.00004
97,S,4560,2,247,20.00004
98,S,4999,0,247,20.00004
97,S,4779,1,243,20.00004
98,S,4999,0,243,20.00004
111,S,4451,3,227,20.00004
112,S,4999,0,227,20.00004
96,S,3214,12,252,20.00004
97,S,4999,0,252,20.00004
115,S,4025,6,248,20.00004
116,S,4999,0,248,20.00004
127,S,4198,5,233,20.00004
128,S,4999,0,233,20.00004
99,S,4791,2,245,20.00004
100,S,4999,0,245,20.00004
113,S,4774,1,228,20.00004
114,S,4999,0,228,20.00004
117,S,4802,1,249,20.00004
118,S,4999,0,249,20.00004
109,S,4528,2,239,20.00004
110,S,4999,0,239,20.00004
98,S,4730,0,252,20.00004
99,S,4999,0,252,20.00004
113,S,4315,4,242,20.00004
114,S,4999,0,242,20.00004
100,S,4748,2,254,20.00004
101,S,4999,0,254,20.00004
101,S,4555,2,247,20.00004
102,S,4999,0,247,20.00004
99,S,4208,6,253,20.00004
100,S,4999,0,253,20.00004
129,S,4476,4,237,20.00004
130,S,4999,0,237,20.00004
115,S,4657,1,243,20.00004
116,S,4999,0,243,20.00004
119,S,4590,2,251,20.00004
120,S,4999,0,251,20.00004
101,S,4895,0,253,20.00004
102,S,4999,0,253,20.00004
117,S,4864,0,243,20.00004
118,S,4999,0,243,20.00004
131,S,4799,0,237,20.00004
132,S,4999,0,237,20.00004
103,S,4691,2,249,20.00004
104,S,4999,0,249,20.00004
111,S,4357,4,243,20.00004
112,S,4999,0,243,20.00004
121,S,4730,0,251,20.00004
122,S,4999,0,251,20.00004
133,S,4845,1,238,20.00004
134,S,4999,0,238,20.00004
102,S,4536,1,255,20.00004
103,S,4999,0,255,20.00004
119,S,3605,10,243,20.00004
120,S,4999,0,243,20.00004
115,S,4064,4,232,20.00004
116,S,4999,0,232,20.00004
135,S,4689,2,240,20.00004
136,S,4999,0,240,20.00004
105,S,4402,2,251,20.00004
106,S,4999,0,251,20.00004
119,S,4305,7,250,20.00004
120,S,4999,0,250,20.00004
123,S,4414,3,254,20.00004
124,S,4999,0,254,20.00004
104,S,4489,4,259,20.00004
105,S,4999,0,259,20.00004
103,S,4152,5,258,20.00004
104,S,4999,0,258,20.00004
121,S,4862,2,252,20.00004
122,S,4999,0,252,20.00004
137,S,4632,1,241,20.00004
138,S,4999,0,241,20.00004
121,S,4429,5,248,20.00004
122,S,4999,0,248,20.00004
139,S,4965,0,241,20.00004
140,S,4999,0,241,20.00004
123,S,4877,0,252,20.00004
124,S,4999,0,252,20.00004
113,S,4122,8,251,20.00004
114,S,4999,0,251,20.00004
106,S,4743,1,260,20.00004
107,S,4999,0,260,20.00004
115,S,4965,0,251,20.00004
116,S,4999,0,251,20.00004
123,S,4674,2,250,20.00004
124,S,4999,0,250,20.00004
107,S,4435,3,254,20.00004
108,S,4999,0,254,20.00004
125,S,4400,2,256,20.00004
126,S,4999,0,256,20.00004
125,S,4894,0,250,20.00004
126,S,4999,0,250,20.00004
105,S,4388,2,260,20.00004
106,S,4999,0,260,20.00004
127,S,4913,0,256,20.00004
128,S,4999,0,256,20.00004
127,S,4799,1,251,20.00004
128,S,4999,0,251,20.00004
141,S,4373,3,244,20.00004
142,S,4999,0,244,20.00004
108,S,4431,4,264,20.00004
109,S,4999,0,264,20.00004
117,S,3697,9,241,20.00004
118,S,4999,0,241,20.00004
129,S,4851,0,251,20.00004
130,S,4999,0,251,20.00004
107,S,4665,2,262,20.00004
108,S,4999,0,262,20.00004
109,S,4973,0,262,20.00004
110,S,4999,0,262,20.00004
109,S,4389,5,259,20.00004
110,S,4999,0,259,20.00004
111,S,4827,1,263,20.00004
112,S,4999,0,263,20.00004
143,S,4530,1,245,20.00004
144,S,4999,0,245,20.00004
129,S,4396,4,260,20.00004
130,S,4999,0,260,20.00004
125,S,3729,9,261,20.00004
126,S,4999,0,261,20.00004
110,S,4320,3,267,20.00004
111,S,4999,0,267,20.00004
112,S,4954,1,268,20.00004
113,S,4999,0,268,20.00004
111,S,4576,2,261,20.00004
112,S,4999,0,261,20.00004
131,S,4384,4,255,20.00004
132,S,4999,0,255,20.00004
145,S,4679,2,247,20.00004
146,S,4999,0,247,20.00004
117,S,3533,12,263,20.00004
118,S,4999,0,263,20.00004
113,S,4791,1,262,20.00004
114,S,4999,0,262,20.00004
113,S,4301,4,267,20.00004
114,S,4999,0,267,20.00004
133,S,4668,2,257,20.00004
134,S,4999,0,257,20.00004
147,S,4672,2,249,20.00004
148,S,4999,0,249,20.00004
119,S,3955,8,249,20.00004
120,S,4999,0,249,20.00004
135,S,4950,0,257,20.00004
136,S,4999,0,257,20.00004
119,S,4676,2,265,20.00004
120,S,4999,0,265,20.00004
127,S,4362,5,266,20.00004
128,S,4999,0,266,20.00004
114,S,4327,6,274,20.00004
115,S,4999,0,274,20.00004
115,S,4489,5,267,20.00004
116,S,4999,0,267,20.00004
121,S,4552,3,252,20.00004
122,S,4999,0,252,20.00004
115,S,4332,4,271,20.00004
116,S,4999,0,271,20.00004
117,S,4713,1,268,20.00004
118,S,4999,0,268,20.00004
129,S,4567,1,267,20.00004
130,S,4999,0,267,20.00004
137,S,4338,3,260,20.00004
138,S,4999,0,260,20.00004
131,S,3630,10,270,20.00004
132,S,4999,0,270,20.00004
121,S,4393,3,268,20.00004
122,S,4999,0,268,20.00004
133,S,4940,1,271,20.00004
134,S,4999,0,271,20.00004
149,S,4153,5,254,20.00004
150,S,4999,0,254,20.00004
123,S,4904,0,268,20.00004
124,S,4999,0,268,20.00004
151,S,4979,0,254,20.00004
152,S,4999,0,254,20.00004
139,S,4809,1,261,20.00004
140,S,4999,0,261,20.00004
117,S,4699,0,271,20.00004
118,S,4999,0,271,20.00004
116,S,4252,6,280,20.00004
117,S,4999,0,280,20.00004
119,S,4574,1,269,20.00004
120,S,4999,0,269,20.00004
123,S,4357,5,257,20.00004
124,S,4999,0,257,20.00004
135,S,4581,3,274,20.00004
136,S,4999,0,274,20.00004
119,S,4676,2,273,20.00004
120,S,4999,0,273,20.00004
131,S,4365,3,270,20.00004
132,S,4999,0,270,20.00004
121,S,4938,0,273,20.00004
122,S,4999,0,273,20.00004
118,S,4749,0,280,20.00004
119,S,4999,0,280,20.00004
125,S,4754,1,258,20.00004
126,S,4999,0,258,20.00004
127,S,4992,0,258,20.00004
128,S,4999,0,258,20.00004
133,S,4888,0,270,20.00004
134,S,4999,0,270,20.00004
121,S,4669,3,272,20.00004
122,S,4999,0,272,20.00004
141,S,4407,4,265,20.00004
142,S,4999,0,265,20.00004
137,S,4736,2,276,20.00004
138,S,4999,0,276,20.00004
120,S,4680,2,282,20.00004
129,S,4755,2,260,20.00004
121,S,4999,0,282,20.00004
130,S,4999,0,260,20.00004
153,S,4213,4,258,20.00004
154,S,4999,0,258,20.00004
123,S,4602,1,273,20.00004
124,S,4999,0,273,20.00004
123,S,4492,1,274,20.00004
124,S,4999,0,274,20.00004
155,S,4854,1,259,20.00004
156,S,4999,0,259,20.00004
139,S,4520,2,278,20.00004
140,S,4999,0,278,20.00004
125,S,4790,0,274,20.00004
126,S,4999,0,274,20.00004
143,S,4267,7,272,20.00004
144,S,4999,0,272,20.00004
145,S,4933,0,272,20.00004
146,S,4999,0,272,20.00004
125,S,3548,12,280,20.00004
126,S,4999,0,280,20.00004
127,S,4666,2,276,20.00004
128,S,4999,0,276,20.00004
125,S,4417,4,277,20.00004
126,S,4999,0,277,20.00004
127,S,4944,0,277,20.00004
128,S,4999,0,277,20.00004
157,S,4330,4,263,20.00004
158,S,4999,0,263,20.00004
147,S,4766,1,273,20.00004
148,S,4999,0,273,20.00004
159,S,4923,0,263,20.00004
160,S,4999,0,263,20.00004
141,S,4340,5,283,20.00004
142,S,4999,0,283,20.00004
122,S,3895,11,293,20.00004
123,S,4999,0,293,20.00004
127,S,4579,1,281,20.00004
128,S,4999,0,281,20.00004
129,S,4640,2,279,20.00004
130,S,4999,0,279,20.00004
161,S,4665,2,265,20.00004
162,S,4999,0,265,20.00004
129,S,4679,1,282,20.00004
130,S,4999,0,282,20.00004
149,S,4441,3,276,20.00004
150,S,4999,0,276,20.00004
124,S,4631,1,294,20.00004
125,S,4999,0,294,20.00004
163,S,4796,1,266,20.00004
164,S,4999,0,266,20.00004
143,S,4515,5,288,20.00004
144,S,4999,0,288,20.00004
135,S,3261,14,284,20.00004
136,S,4999,0,284,20.00004
145,S,4826,2,290,20.00004
146,S,4999,0,290,20.00004
131,S,4508,4,283,20.00004
132,S,4999,0,283,20.00004
131,S,3261,12,272,20.00004
132,S,4999,0,272,20.00004
133,S,4882,1,284,20.00004
134,S,4999,0,284,20.00004
131,S,4594,2,284,20.00004
132,S,4999,0,284,20.00004
165,S,4575,2,268,20.00004
166,S,4999,0,268,20.00004
137,S,4597,3,287,20.00004
138,S,4999,0,287,20.00004
129,S,3799,8,284,20.00004
130,S,4999,0,284,20.00004
147,S,4725,0,290,20.00004
148,S,4999,0,290,20.00004
133,S,4727,1,273,20.00004
134,S,4999,0,273,20.00004
135,S,4775,2,286,20.00004
136,S,4999,0,286,20.00004
133,S,4819,1,285,20.00004
134,S,4999,0,285,20.00004
151,S,4407,5,281,20.00004
152,S,4999,0,281,20.00004
131,S,4785,1,285,20.00004
132,S,4999,0,285,20.00004
126,S,4231,6,300,20.00004
127,S,4999,0,300,20.00004
135,S,4734,2,275,20.00004
136,S,4999,0,275,20.00004
137,S,4729,1,287,20.00004
138,S,4999,0,287,20.00004
167,S,4600,4,272,20.00004
168,S,4999,0,272,20.00004
135,S,4653,4,289,20.00004
136,S,4999,0,289,20.00004
149,S,4561,3,293,20.00004
150,S,4999,0,293,20.00004
153,S,4633,1,282,20.00004
154,S,4999,0,282,20.00004
155,S,4963,0,282,20.00004
156,S,4999,1,283,20.00004
133,S,4659,1,286,20.00004
134,S,4999,0,286,20.00004
137,S,4744,1,276,20.00004
138,S,4999,0,276,20.00004
139,S,4952,0,276,20.00004
140,S,4999,0,276,20.00004
169,S,4715,2,274,20.00004
170,S,4999,0,274,20.00004
139,S,4288,4,291,20.00004
140,S,4999,0,291,20.00004
151,S,4705,2,295,20.00004
152,S,4999,0,295,20.00004
128,S,4476,3,300,20.00004
129,S,4999,0,300,20.00004
135,S,4685,0,286,20.00004
136,S,4999,0,286,20.00004
141,S,4753,1,277,20.00004
142,S,4999,0,277,20.00004
137,S,4467,5,294,20.00004
138,S,4999,0,294,20.00004
139,S,4293,6,293,20.00004
140,S,4999,0,293,20.00004
171,S,4545,4,278,20.00004
172,S,4999,0,278,20.00004
137,S,4741,1,287,20.00004
138,S,4999,0,287,20.00004
139,S,4807,0,294,20.00004
140,S,4999,0,294,20.00004
153,S,4507,2,297,20.00004
154,S,4999,0,297,20.00004
139,S,4810,1,288,20.00004
140,S,4999,0,288,20.00004
141,S,4942,0,288,20.00004
142,S,4999,0,288,20.00004
157,S,4064,10,293,20.00004
158,S,4999,0,293,20.00004
141,S,4221,5,296,20.00004
142,S,4999,0,296,20.00004
143,S,4398,3,280,20.00004
144,S,4999,0,280,20.00004
173,S,4543,1,279,20.00004
174,S,4999,0,279,20.00004
175,S,4914,0,279,20.00004
176,S,4999,0,279,20.00004
141,S,4472,5,299,20.00004
142,S,4999,0,299,20.00004
177,S,4845,1,280,20.00004
178,S,4999,0,280,20.00004
143,S,4562,4,292,20.00004
144,S,4999,0,292,20.00004
143,S,4558,2,298,20.00004
141,S,4146,5,298,20.00004
144,S,4999,0,298,20.00004
142,S,4999,0,298,20.00004
155,S,4177,7,300,20.00004
156,S,4999,0,300,20.00004
130,S,3745,10,300,20.00004
131,S,4999,0,300,20.00004
145,S,4799,2,300,20.00004
146,S,4999,0,300,20.00004
179,S,4662,0,280,20.00004
180,S,4999,0,280,20.00004
157,S,4875,0,300,20.00004
158,S,4999,0,300,20.00004
143,S,4575,4,300,20.00004
144,S,4999,0,300,20.00004
159,S,4791,1,300,20.00004
160,S,4999,0,300,20.00004
145,S,3992,9,289,20.00004
146,S,4999,0,289,20.00004
181,S,4491,3,283,20.00004
182,S,4999,0,283,20.00004
145,S,4159,6,298,20.00004
146,S,4999,0,298,20.00004
147,S,4446,1,300,20.00004
148,S,4999,0,300,20.00004
132,S,4409,5,300,20.00004
133,S,4999,0,300,20.00004
161,S,4679,2,300,20.00004
162,S,4999,0,300,20.00004
145,S,4603,3,300,20.00004
146,S,4999,0,300,20.00004
147,S,4788,1,299,20.00004
148,S,4999,0,299,20.00004
147,S,4627,2,291,20.00004
148,S,4999,0,291,20.00004
149,S,4758,1,300,20.00004
150,S,4999,0,300,20.00004
159,S,3485,10,300,20.00004
160,S,4999,0,300,20.00004
163,S,4707,2,300,20.00004
143,S,3686,11,300,20.00004
164,S,4999,0,300,20.00004
144,S,4999,0,300,20.00004
161,S,4942,0,300,20.00004
162,S,4999,0,300,20.00004
183,S,4578,3,286,20.00004
184,S,4999,0,286,20.00004
134,S,4563,4,300,20.00004
135,S,4999,0,300,20.00004
151,S,4716,1,300,20.00004
152,S,4999,0,300,20.00004
147,S,4529,3,300,20.00004
148,S,4999,0,300,20.00004
136,S,4874,0,300,20.00004
137,S,4999,0,300,20.00004
163,S,4675,2,300,20.00004
164,S,4999,0,300,20.00004
153,S,4787,1,300,20.00004
154,S,4999,0,300,20.00004
145,S,4505,3,300,20.00004
146,S,4999,0,300,20.00004
149,S,4629,3,300,20.00004
150,S,4999,0,300,20.00004
147,S,4858,1,300,20.00004
148,S,4999,0,300,20.00004
151,S,4762,2,300,20.00004
152,S,4999,0,300,20.00004
138,S,4320,5,300,20.00004
139,S,4999,0,300,20.00004
153,S,4883,1,300,20.00004
154,S,4999,0,300,20.00004
185,S,4142,7,293,20.00004
186,S,4999,0,293,20.00004
149,S,3914,9,300,20.00004
150,S,4999,0,300,20.00004
165,S,3966,9,300,20.00004
166,S,4999,0,300,20.00004
155,S,4363,2,300,20.00004
156,S,4999,0,300,20.00004
165,S,4288,6,300,20.00004
166,S,4999,0,300,20.00004
151,S,4874,1,300,20.00004
152,S,4999,0,300,20.00004
153,S,4977,1,300,20.00004
154,S,4999,0,300,20.00004
187,S,4802,1,294,20.00004
188,S,4999,0,294,20.00004
167,S,4888,1,300,20.00004
168,S,4999,0,300,20.00004
155,S,4848,1,300,20.00004
156,S,4999,0,300,20.00004
167,S,4668,2,300,20.00004
168,S,4999,0,300,20.00004
189,S,4681,4,298,20.00004
190,S,4999,0,298,20.00004
149,S,3413,12,300,20.00004
150,S,4999,0,300,20.00004
169,S,4664,2,300,20.00004
170,S,4999,0,300,20.00004
155,S,4418,7,300,20.00004
156,S,4999,0,300,20.00004
149,S,4119,7,300,20.00004
150,S,4999,0,300,20.00004
140,S,4244,6,300,20.00004
141,S,4999,0,300,20.00004
157,S,4815,1,300,20.00004
158,S,4999,0,300,20.00004
157,S,4535,2,300,20.00004
158,S,4999,0,300,20.00004
191,S,4724,2,300,20.00004
192,S,4999,0,300,20.00004
142,S,4923,0,300,20.00004
143,S,4999,0,300,20.00004
151,S,4672,2,300,20.00004
152,S,4999,0,300,20.00004
157,S,4241,4,300,20.00004
158,S,4999,0,300,20.00004
193,S,4755,1,300,20.00004
194,S,4999,0,300,20.00004
151,S,4520,3,300,20.00004
152,S,4999,0,300,20.00004
171,S,4441,3,300,20.00004
172,S,4999,0,300,20.00004
159,S,4614,2,300,20.00004
160,S,4999,0,300,20.00004
169,S,4275,4,300,20.00004
170,S,4999,0,300,20.00004
144,S,4610,1,300,20.00004
145,S,4999,0,300,20.00004
159,S,4493,2,300,20.00004
160,S,4999,0,300,20.00004
153,S,4783,1,300,20.00004
154,S,4999,0,300,20.00004
171,S,4840,0,300,20.00004
172,S,4999,0,300,20.00004
195,S,4624,1,300,20.00004
196,S,4999,0,300,20.00004
159,S,4439,5,300,20.00004
160,S,4999,0,300,20.00004
161,S,4808,0,300,20.00004
162,S,4999,0,300,20.00004
173,S,4641,2,300,20.00004
174,S,4999,0,300,20.00004
146,S,4657,2,300,20.00004
147,S,4999,0,300,20.00004
153,S,4294,5,300,20.00004
154,S,4999,0,300,20.00004
155,S,4960,0,300,20.00004
156,S,4999,0,300,20.00004
173,S,4737,1,300,20.00004
174,S,4999,0,300,20.00004
197,S,4728,1,300,20.00004
198,S,4999,0,300,20.00004
157,S,4839,0,300,20.00004
158,S,4999,0,300,20.00004
161,S,4222,5,300,20.00004
162,S,4999,0,300,20.00004
175,S,4633,3,300,20.00004
176,S,4999,0,300,20.00004
161,S,4401,6,300,20.00004
162,S,4999,0,300,20.00004
155,S,4056,6,300,20.00004
156,S,4999,0,300,20.00004
163,S,4685,3,300,20.00004
164,S,4999,0,300,20.00004
163,S,4168,7,300,20.00004
164,S,4999,0,300,20.00004
159,S,4420,6,300,20.00004
160,S,4999,0,300,20.00004
161,S,4922,0,300,20.00004
162,S,4999,0,300,20.00004
177,S,4544,3,300,20.00004
178,S,4999,0,300,20.00004
163,S,4919,0,300,20.00004
164,S,4999,0,300,20.00004
157,S,4706,0,300,20.00004
158,S,4999,0,300,20.00004
175,S,3934,10,300,20.00004
176,S,4999,0,300,20.00004
177,S,4967,0,300,20.00004
178,S,4999,0,300,20.00004
148,S,3959,6,300,20.00004
149,S,4999,0,300,20.00004
179,S,4825,1,300,20.00004
180,S,4999,0,300,20.00004
165,S,4688,3,300,20.00004
166,S,4999,0,300,20.00004
163,S,4403,3,300,20.00004
164,S,4999,0,300,20.00004
165,S,4590,4,300,20.00004
166,S,4999,0,300,20.00004
167,S,4815,0,300,20.00004
168,S,4999,0,300,20.00004
199,S,3872,11,300,20.00004
200,S,4999,0,300,20.00004
159,S,4610,3,300,20.00004
160,S,4999,0,300,20.00004
161,S,4893,0,300,20.00004
162,S,4999,0,300,20.00004
181,S,4468,5,300,20.00004
182,S,4999,0,300,20.00004
183,S,4992,0,300,20.00004
184,S,4999,0,300,20.00004
165,S,4462,2,300,20.00004
166,S,4999,0,300,20.00004
185,S,4970,0,300,20.00004
186,S,4999,0,300,20.00004
167,S,4493,3,300,20.00004
168,S,4999,0,300,20.00004
150,S,4399,3,300,20.00004
151,S,4999,0,300,20.00004
187,S,4839,0,300,20.00004
188,S,4999,0,300,20.00004
165,S,4144,6,300,20.00004
166,S,4999,0,300,20.00004
167,S,4965,1,300,20.00004
168,S,4999,0,300,20.00004
169,S,4338,5,300,20.00004
170,S,4999,0,300,20.00004
179,S,4094,9,300,20.00004
180,S,4999,0,300,20.00004
201,S,4338,3,300,20.00004
202,S,4999,0,300,20.00004
181,S,4938,0,300,20.00004
182,S,4999,0,300,20.00004
163,S,4362,4,300,20.00004
164,S,4999,0,300,20.00004
169,S,4504,4,300,20.00004
170,S,4999,0,300,20.00004
167,S,4428,6,300,20.00004
168,S,4999,0,300,20.00004
203,S,4696,1,300,20.00004
204,S,4999,0,300,20.00004
169,S,4872,0,300,20.00004
170,S,4999,0,300,20.00004
169,S,4520,2,300,20.00004
170,S,4999,0,300,20.00004
165,S,4775,2,300,20.00004
166,S,4999,0,300,20.00004
152,S,4288,6,300,20.00004
153,S,4999,0,300,20.00004
171,S,4881,0,300,20.00004
172,S,4999,0,300,20.00004
171,S,4425,4,300,20.00004
172,S,4999,0,300,20.00004
167,S,4824,0,300,20.00004
168,S,4999,0,300,20.00004
205,S,4720,2,300,20.00004
206,S,4999,0,300,20.00004
169,S,4975,0,300,20.00004
170,S,4999,0,300,20.00004
171,S,4774,1,300,20.00004
172,S,4999,0,300,20.00004
171,S,4971,0,300,20.00004
172,S,4999,0,300,20.00004
207,S,4880,0,300,20.00004
208,S,4999,0,300,20.00004
173,S,4874,0,300,20.00004
174,S,4999,0,300,20.00004
183,S,4316,4,300,20.00004
184,S,4999,0,300,20.00004
173,S,4742,2,300,20.00004
174,S,4999,0,300,20.00004
154,S,4631,1,300,20.00004
155,S,4999,0,300,20.00004
173,S,4804,1,300,20.00004
174,S,4999,0,300,20.00004
185,S,4838,0,300,20.00004
186,S,4999,0,300,20.00004
175,S,4746,0,300,20.00004
176,S,4999,0,300,20.00004
175,S,4812,1,300,20.00004
176,S,4999,0,300,20.00004
187,S,4820,2,300,20.00004
188,S,4999,0,300,20.00004
171,S,4072,9,300,20.00004
172,S,4999,0,300,20.00004
173,S,4421,5,300,20.00004
174,S,4999,0,300,20.00004
175,S,4623,3,300,20.00004
176,S,4999,0,300,20.00004
175,S,4920,0,300,20.00004
176,S,4999,0,300,20.00004
209,S,4458,4,300,20.00004
210,S,4999,0,300,20.00004
177,S,4718,1,300,20.00004
178,S,4999,0,300,20.00004
156,S,4513,2,300,20.00004
157,S,4999,0,300,20.00004
211,S,4850,1,300,20.00004
212,S,4999,0,300,20.00004
177,S,4722,0,300,20.00004
178,S,4999,0,300,20.00004
173,S,4691,1,300,20.00004
174,S,4999,0,300,20.00004
213,S,4956,0,300,20.00004
214,S,4999,0,300,20.00004
189,S,3342,13,300,20.00004
190,S,4999,0,300,20.00004
158,S,4749,2,300,20.00004
159,S,4999,0,300,20.00004
177,S,4469,5,300,20.00004
178,S,4999,0,300,20.00004
179,S,4720,2,300,20.00004
180,S,4999,0,300,20.00004
160,S,4835,1,300,20.00004
161,S,4999,0,300,20.00004
215,S,4699,1,300,20.00004
216,S,4999,0,300,20.00004
179,S,4798,2,300,20.00004
180,S,4999,0,300,20.00004
181,S,4879,1,300,20.00004
182,S,4999,0,300,20.00004
191,S,4630,2,300,20.00004
192,S,4999,0,300,20.00004
177,S,4118,6,300,20.00004
178,S,4999,0,300,20.00004
181,S,4444,4,300,20.00004
182,S,4999,0,300,20.00004
179,S,4272,6,300,20.00004
180,S,4999,0,300,20.00004
183,S,4917,1,300,20.00004
184,S,4999,0,300,20.00004
185,S,4817,1,300,20.00004
186,S,4999,0,300,20.00004
179,S,4705,2,300,20.00004
180,S,4999,0,300,20.00004
189,S,3593,14,300,20.00004
190,S,4999,0,300,20.00004
162,S,4162,7,300,20.00004
163,S,4999,0,300,20.00004
183,S,4306,4,300,20.00004
184,S,4999,0,300,20.00004
181,S,4819,0,300,20.00004
182,S,4999,0,300,20.00004
187,S,4773,1,300,20.00004
188,S,4999,0,300,20.00004
175,S,3829,8,300,20.00004
176,S,4999,0,300,20.00004
217,S,4126,7,300,20.00004
218,S,4999,0,300,20.00004
189,S,4985,0,300,20.00004
190,S,4999,0,300,20.00004
177,S,4891,0,300,20.00004
178,S,4999,0,300,20.00004
185,S,4786,0,300,20.00004
186,S,4999,0,300,20.00004
191,S,4704,1,300,20.00004
192,S,4999,0,300,20.00004
181,S,4195,5,300,20.00004
182,S,4999,0,300,20.00004
193,S,4785,1,300,20.00004
194,S,4999,0,300,20.00004
191,S,4349,6,300,20.00004
192,S,4999,0,300,20.00004
183,S,4338,3,300,20.00004
183,S,4733,1,300,20.00004
184,S,4999,0,300,20.00004
184,S,4999,0,300,20.00004
185,S,4979,0,300,20.00004
186,S,4999,0,300,20.00004
219,S,4360,4,300,20.00004
220,S,4999,0,300,20.00004
164,S,4273,5,300,20.00004
165,S,4999,0,300,20.00004
179,S,4449,5,300,20.00004
180,S,4999,0,300,20.00004
185,S,4942,0,300,20.00004
186,S,4999,0,300,20.00004
221,S,4941,0,300,20.00004
222,S,4999,0,300,20.00004
181,S,4918,0,300,20.00004
182,S,4999,0,300,20.00004
193,S,3502,10,300,20.00004
194,S,4999,0,300,20.00004
193,S,4710,2,300,20.00004
194,S,4999,0,300,20.00004
195,S,4975,1,300,20.00004
196,S,4999,0,300,20.00004
195,S,4624,3,300,20.00004
196,S,4999,0,300,20.00004
195,S,4777,1,300,20.00004
196,S,4999,0,300,20.00004
223,S,4681,2,300,20.00004
224,S,4999,0,300,20.00004
197,S,4672,1,300,20.00004
198,S,4999,0,300,20.00004
187,S,4450,5,300,20.00004
188,S,4999,0,300,20.00004
197,S,4607,2,300,20.00004
198,S,4999,0,300,20.00004
187,S,4406,4,300,20.00004
188,S,4999,0,300,20.00004
187,S,3923,9,300,20.00004
188,S,4999,0,300,20.00004
189,S,4925,0,300,20.00004
190,S,4999,0,300,20.00004
189,S,4829,0,300,20.00004
190,S,4999,0,300,20.00004
189,S,4768,1,300,20.00004
190,S,4999,0,300,20.00004
199,S,4721,1,300,20.00004
200,S,4999,0,300,20.00004
197,S,4463,5,300,20.00004
198,S,4999,0,300,20.00004
166,S,4116,1,300,20.00004
167,S,4999,0,300,20.00004
183,S,4202,4,300,20.00004
184,S,4999,0,300,20.00004
225,S,4448,3,300,20.00004
226,S,4999,0,300,20.00004
185,S,4887,1,300,20.00004
186,S,4999,0,300,20.00004
199,S,4806,3,300,20.00004
200,S,4999,0,300,20.00004
191,S,4676,2,300,20.00004
192,S,4999,0,300,20.00004
168,S,4763,1,300,20.00004
169,S,4999,0,300,20.00004
199,S,4433,3,300,20.00004
200,S,4999,0,300,20.00004
187,S,4830,1,300,20.00004
188,S,4999,0,300,20.00004
191,S,4586,3,300,20.00004
192,S,4999,0,300,20.00004
189,S,4908,0,300,20.00004
190,S,4999,0,300,20.00004
201,S,4567,1,300,20.00004
202,S,4999,0,300,20.00004
201,S,4715,2,300,20.00004
202,S,4999,0,300,20.00004
227,S,4469,3,300,20.00004
228,S,4999,0,300,20.00004
193,S,4780,2,300,20.00004
